Cluster,Activity_Rank,Risk_Level,Pixel_Count,Percentage,Mean_Hotspot_Frequency,Median_Hotspot_Frequency,Std_Hotspot_Frequency,Min_Hotspot_Frequency,Max_Hotspot_Frequency,Mean_FRP_Max,Median_FRP_Max,Std_FRP_Max,Min_FRP_Max,Max_FRP_Max,Ranking_Basis,Interpretation_Short,Interpretation
109,126.0,Moderate,33,0.1638042291273702,1.0,1.0,0.0,1,1,9.903333333333334,9.9,0.006454972243679541,9.88,9.91,"Ranked by Hotspot Frequency (1.00), FRP (9.90), Pixel Count (33, 0.16% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #126. Hotspot occurrence (1.00) and fire radiative power (9.90) indicate moderate wildfire activity. The cluster contains 33 pixels (0.16% of observations). Routine monitoring should be maintained.
108,127.0,Moderate,39,0.1935868162414375,1.0,1.0,0.0,1,1,9.847179487179487,9.84,0.008255370803211658,9.84,9.86,"Ranked by Hotspot Frequency (1.00), FRP (9.85), Pixel Count (39, 0.19% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #127. Hotspot occurrence (1.00) and fire radiative power (9.85) indicate moderate wildfire activity. The cluster contains 39 pixels (0.19% of observations). Routine monitoring should be maintained.
119,128.0,Moderate,37,0.18365928720341507,1.0,1.0,0.0,1,1,9.747297297297298,9.75,0.013259933100352868,9.72,9.77,"Ranked by Hotspot Frequency (1.00), FRP (9.75), Pixel Count (37, 0.18% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #128. Hotspot occurrence (1.00) and fire radiative power (9.75) indicate moderate wildfire activity. The cluster contains 37 pixels (0.18% of observations). Routine monitoring should be maintained.
122,129.0,Moderate,26,0.12905787749429165,1.0,1.0,0.0,1,1,9.7,9.7,0.0,9.7,9.7,"Ranked by Hotspot Frequency (1.00), FRP (9.70), Pixel Count (26, 0.13% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #129. Hotspot occurrence (1.00) and fire radiative power (9.70) indicate moderate wildfire activity. The cluster contains 26 pixels (0.13% of observations). Routine monitoring should be maintained.
123,130.0,Moderate,45,0.22336940335550481,1.0,1.0,0.0,1,1,9.674666666666667,9.68,0.008146387933534642,9.66,9.68,"Ranked by Hotspot Frequency (1.00), FRP (9.67), Pixel Count (45, 0.22% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #130. Hotspot occurrence (1.00) and fire radiative power (9.67) indicate moderate wildfire activity. The cluster contains 45 pixels (0.22% of observations). Routine monitoring should be maintained.
107,131.0,Moderate,37,0.18365928720341507,1.0,1.0,0.0,1,1,9.612432432432431,9.61,0.011644122362187278,9.58,9.63,"Ranked by Hotspot Frequency (1.00), FRP (9.61), Pixel Count (37, 0.18% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #131. Hotspot occurrence (1.00) and fire radiative power (9.61) indicate moderate wildfire activity. The cluster contains 37 pixels (0.18% of observations). Routine monitoring should be maintained.
94,132.0,Moderate,33,0.1638042291273702,1.0,1.0,0.0,1,1,9.51969696969697,9.52,0.007282190812544248,9.51,9.53,"Ranked by Hotspot Frequency (1.00), FRP (9.52), Pixel Count (33, 0.16% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #132. Hotspot occurrence (1.00) and fire radiative power (9.52) indicate moderate wildfire activity. The cluster contains 33 pixels (0.16% of observations). Routine monitoring should be maintained.
104,133.0,Moderate,80,0.39710116152089747,1.0,1.0,0.0,1,1,9.453375,9.46,0.01757038287660223,9.42,9.47,"Ranked by Hotspot Frequency (1.00), FRP (9.45), Pixel Count (80, 0.40% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #133. Hotspot occurrence (1.00) and fire radiative power (9.45) indicate moderate wildfire activity. The cluster contains 80 pixels (0.40% of observations). Routine monitoring should be maintained.
146,134.0,Moderate,35,0.17373175816539263,1.0,1.0,0.0,1,1,9.342571428571429,9.34,0.004434395736310709,9.34,9.35,"Ranked by Hotspot Frequency (1.00), FRP (9.34), Pixel Count (35, 0.17% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #134. Hotspot occurrence (1.00) and fire radiative power (9.34) indicate moderate wildfire activity. The cluster contains 35 pixels (0.17% of observations). Routine monitoring should be maintained.
147,135.0,Moderate,29,0.14394917105132532,1.0,1.0,0.0,1,1,9.31793103448276,9.32,0.00726012118396839,9.31,9.33,"Ranked by Hotspot Frequency (1.00), FRP (9.32), Pixel Count (29, 0.14% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #135. Hotspot occurrence (1.00) and fire radiative power (9.32) indicate moderate wildfire activity. The cluster contains 29 pixels (0.14% of observations). Routine monitoring should be maintained.
175,136.0,Moderate,28,0.13898540653231412,1.0,1.0,0.0,1,1,9.229642857142858,9.23,0.006372477195601591,9.22,9.24,"Ranked by Hotspot Frequency (1.00), FRP (9.23), Pixel Count (28, 0.14% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #136. Hotspot occurrence (1.00) and fire radiative power (9.23) indicate moderate wildfire activity. The cluster contains 28 pixels (0.14% of observations). Routine monitoring should be maintained.
191,137.0,Moderate,26,0.12905787749429165,1.0,1.0,0.0,1,1,9.2,9.2,0.0,9.2,9.2,"Ranked by Hotspot Frequency (1.00), FRP (9.20), Pixel Count (26, 0.13% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #137. Hotspot occurrence (1.00) and fire radiative power (9.20) indicate moderate wildfire activity. The cluster contains 26 pixels (0.13% of observations). Routine monitoring should be maintained.
197,138.0,Moderate,32,0.15884046460835896,1.0,1.0,0.0,1,1,9.181875,9.18,0.003965577694562768,9.18,9.19,"Ranked by Hotspot Frequency (1.00), FRP (9.18), Pixel Count (32, 0.16% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #138. Hotspot occurrence (1.00) and fire radiative power (9.18) indicate moderate wildfire activity. The cluster contains 32 pixels (0.16% of observations). Routine monitoring should be maintained.
196,139.0,Moderate,33,0.1638042291273702,1.0,1.0,0.0,1,1,9.16969696969697,9.17,0.0017407765595569076,9.16,9.17,"Ranked by Hotspot Frequency (1.00), FRP (9.17), Pixel Count (33, 0.16% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #139. Hotspot occurrence (1.00) and fire radiative power (9.17) indicate moderate wildfire activity. The cluster contains 33 pixels (0.16% of observations). Routine monitoring should be maintained.
157,140.0,Moderate,51,0.25315199046957215,1.0,1.0,0.0,1,1,9.111960784313725,9.11,0.008722295074838989,9.1,9.13,"Ranked by Hotspot Frequency (1.00), FRP (9.11), Pixel Count (51, 0.25% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #140. Hotspot occurrence (1.00) and fire radiative power (9.11) indicate moderate wildfire activity. The cluster contains 51 pixels (0.25% of observations). Routine monitoring should be maintained.
156,141.0,Moderate,45,0.22336940335550481,1.0,1.0,0.0,1,1,9.066666666666666,9.07,0.007071067811865448,9.06,9.08,"Ranked by Hotspot Frequency (1.00), FRP (9.07), Pixel Count (45, 0.22% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #141. Hotspot occurrence (1.00) and fire radiative power (9.07) indicate moderate wildfire activity. The cluster contains 45 pixels (0.22% of observations). Routine monitoring should be maintained.
176,142.0,Moderate,72,0.3573910453688077,1.0,1.0,0.0,1,1,9.017777777777777,9.02,0.015584591724440693,8.98,9.04,"Ranked by Hotspot Frequency (1.00), FRP (9.02), Pixel Count (72, 0.36% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #142. Hotspot occurrence (1.00) and fire radiative power (9.02) indicate moderate wildfire activity. The cluster contains 72 pixels (0.36% of observations). Routine monitoring should be maintained.
177,143.0,Moderate,70,0.34746351633078526,1.0,1.0,0.0,1,1,8.942571428571428,8.94,0.01410989110217007,8.92,8.96,"Ranked by Hotspot Frequency (1.00), FRP (8.94), Pixel Count (70, 0.35% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #143. Hotspot occurrence (1.00) and fire radiative power (8.94) indicate moderate wildfire activity. The cluster contains 70 pixels (0.35% of observations). Routine monitoring should be maintained.
206,144.0,Moderate,48,0.23826069691253848,1.0,1.0,0.0,1,1,8.774375,8.77,0.005013280235873953,8.77,8.78,"Ranked by Hotspot Frequency (1.00), FRP (8.77), Pixel Count (48, 0.24% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #144. Hotspot occurrence (1.00) and fire radiative power (8.77) indicate moderate wildfire activity. The cluster contains 48 pixels (0.24% of observations). Routine monitoring should be maintained.
205,145.0,Moderate,61,0.3027896356596843,1.0,1.0,0.0,1,1,8.735245901639345,8.73,0.011776609214461648,8.72,8.75,"Ranked by Hotspot Frequency (1.00), FRP (8.74), Pixel Count (61, 0.30% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #145. Hotspot occurrence (1.00) and fire radiative power (8.74) indicate moderate wildfire activity. The cluster contains 61 pixels (0.30% of observations). Routine monitoring should be maintained.
250,146.0,Moderate,27,0.13402164201330288,1.0,1.0,0.0,1,1,8.626666666666667,8.63,0.004803844614153833,8.62,8.63,"Ranked by Hotspot Frequency (1.00), FRP (8.63), Pixel Count (27, 0.13% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #146. Hotspot occurrence (1.00) and fire radiative power (8.63) indicate moderate wildfire activity. The cluster contains 27 pixels (0.13% of observations). Routine monitoring should be maintained.
249,147.0,Moderate,73,0.36235480988781893,1.0,1.0,0.0,1,1,8.577260273972602,8.58,0.0160952265156646,8.56,8.61,"Ranked by Hotspot Frequency (1.00), FRP (8.58), Pixel Count (73, 0.36% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #147. Hotspot occurrence (1.00) and fire radiative power (8.58) indicate moderate wildfire activity. The cluster contains 73 pixels (0.36% of observations). Routine monitoring should be maintained.
152,148.0,Moderate,84,0.4169562195969423,1.0,1.0,0.0,1,1,8.505238095238095,8.504999999999999,0.021083665262625978,8.47,8.54,"Ranked by Hotspot Frequency (1.00), FRP (8.51), Pixel Count (84, 0.42% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #148. Hotspot occurrence (1.00) and fire radiative power (8.51) indicate moderate wildfire activity. The cluster contains 84 pixels (0.42% of observations). Routine monitoring should be maintained.
124,149.0,Moderate,30,0.14891293557033655,1.0,1.0,0.0,1,1,8.366999999999999,8.37,0.004660915996993164,8.36,8.37,"Ranked by Hotspot Frequency (1.00), FRP (8.37), Pixel Count (30, 0.15% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #149. Hotspot occurrence (1.00) and fire radiative power (8.37) indicate moderate wildfire activity. The cluster contains 30 pixels (0.15% of observations). Routine monitoring should be maintained.
125,150.0,Moderate,33,0.1638042291273702,1.0,1.0,0.0,1,1,8.335454545454546,8.34,0.005056498968474936,8.33,8.34,"Ranked by Hotspot Frequency (1.00), FRP (8.34), Pixel Count (33, 0.16% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #150. Hotspot occurrence (1.00) and fire radiative power (8.34) indicate moderate wildfire activity. The cluster contains 33 pixels (0.16% of observations). Routine monitoring should be maintained.
131,151.0,Moderate,74,0.36731857440683013,1.0,1.0,0.0,1,1,8.291891891891892,8.29,0.010293724072260615,8.28,8.31,"Ranked by Hotspot Frequency (1.00), FRP (8.29), Pixel Count (74, 0.37% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #151. Hotspot occurrence (1.00) and fire radiative power (8.29) indicate moderate wildfire activity. The cluster contains 74 pixels (0.37% of observations). Routine monitoring should be maintained.
130,152.0,Moderate,42,0.20847810979847115,1.0,1.0,0.0,1,1,8.247619047619047,8.245000000000001,0.008499504665485758,8.24,8.26,"Ranked by Hotspot Frequency (1.00), FRP (8.25), Pixel Count (42, 0.21% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #152. Hotspot occurrence (1.00) and fire radiative power (8.25) indicate moderate wildfire activity. The cluster contains 42 pixels (0.21% of observations). Routine monitoring should be maintained.
129,153.0,Moderate,70,0.34746351633078526,1.0,1.0,0.0,1,1,8.165428571428572,8.16,0.028624794881144132,8.12,8.2,"Ranked by Hotspot Frequency (1.00), FRP (8.17), Pixel Count (70, 0.35% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #153. Hotspot occurrence (1.00) and fire radiative power (8.17) indicate moderate wildfire activity. The cluster contains 70 pixels (0.35% of observations). Routine monitoring should be maintained.
134,154.0,Moderate,32,0.15884046460835896,1.0,1.0,0.0,1,1,8.085,8.085,0.005080005080007612,8.08,8.09,"Ranked by Hotspot Frequency (1.00), FRP (8.09), Pixel Count (32, 0.16% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #154. Hotspot occurrence (1.00) and fire radiative power (8.09) indicate moderate wildfire activity. The cluster contains 32 pixels (0.16% of observations). Routine monitoring should be maintained.
136,155.0,Moderate,39,0.1935868162414375,1.0,1.0,0.0,1,1,8.054871794871795,8.05,0.005063696835418272,8.05,8.06,"Ranked by Hotspot Frequency (1.00), FRP (8.05), Pixel Count (39, 0.19% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #155. Hotspot occurrence (1.00) and fire radiative power (8.05) indicate moderate wildfire activity. The cluster contains 39 pixels (0.19% of observations). Routine monitoring should be maintained.
143,156.0,Moderate,77,0.3822098679638638,1.0,1.0,0.0,1,1,8.02961038961039,8.03,0.010316256772374844,8.01,8.04,"Ranked by Hotspot Frequency (1.00), FRP (8.03), Pixel Count (77, 0.38% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #156. Hotspot occurrence (1.00) and fire radiative power (8.03) indicate moderate wildfire activity. The cluster contains 77 pixels (0.38% of observations). Routine monitoring should be maintained.
144,157.0,Moderate,38,0.18862305172242627,1.0,1.0,0.0,1,1,7.996315789473685,8.0,0.004888515295293161,7.99,8.0,"Ranked by Hotspot Frequency (1.00), FRP (8.00), Pixel Count (38, 0.19% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #157. Hotspot occurrence (1.00) and fire radiative power (8.00) indicate moderate wildfire activity. The cluster contains 38 pixels (0.19% of observations). Routine monitoring should be maintained.
141,158.0,Moderate,44,0.21840563883649358,1.0,1.0,0.0,1,1,7.965454545454546,7.97,0.005036862005092905,7.96,7.97,"Ranked by Hotspot Frequency (1.00), FRP (7.97), Pixel Count (44, 0.22% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #158. Hotspot occurrence (1.00) and fire radiative power (7.97) indicate moderate wildfire activity. The cluster contains 44 pixels (0.22% of observations). Routine monitoring should be maintained.
133,159.0,Moderate,47,0.23329693239352725,1.0,1.0,0.0,1,1,7.891276595744681,7.88,0.018605401421957136,7.87,7.92,"Ranked by Hotspot Frequency (1.00), FRP (7.89), Pixel Count (47, 0.23% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #159. Hotspot occurrence (1.00) and fire radiative power (7.89) indicate moderate wildfire activity. The cluster contains 47 pixels (0.23% of observations). Routine monitoring should be maintained.
132,160.0,Moderate,93,0.4616301002680433,1.0,1.0,0.0,1,1,7.811935483870967,7.82,0.028217249754905534,7.76,7.85,"Ranked by Hotspot Frequency (1.00), FRP (7.81), Pixel Count (93, 0.46% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #160. Hotspot occurrence (1.00) and fire radiative power (7.81) indicate moderate wildfire activity. The cluster contains 93 pixels (0.46% of observations). Routine monitoring should be maintained.
126,161.0,Moderate,47,0.23329693239352725,1.0,1.0,0.0,1,1,7.670425531914893,7.67,0.011025158346198638,7.65,7.69,"Ranked by Hotspot Frequency (1.00), FRP (7.67), Pixel Count (47, 0.23% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #161. Hotspot occurrence (1.00) and fire radiative power (7.67) indicate moderate wildfire activity. The cluster contains 47 pixels (0.23% of observations). Routine monitoring should be maintained.
139,162.0,Moderate,31,0.15387670008934776,1.0,1.0,0.0,1,1,7.609677419354839,7.61,0.00546740094727661,7.6,7.62,"Ranked by Hotspot Frequency (1.00), FRP (7.61), Pixel Count (31, 0.15% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #162. Hotspot occurrence (1.00) and fire radiative power (7.61) indicate moderate wildfire activity. The cluster contains 31 pixels (0.15% of observations). Routine monitoring should be maintained.
140,163.0,Moderate,85,0.4219199841159535,1.0,1.0,0.0,1,1,7.562117647058823,7.56,0.015204488501368343,7.54,7.59,"Ranked by Hotspot Frequency (1.00), FRP (7.56), Pixel Count (85, 0.42% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #163. Hotspot occurrence (1.00) and fire radiative power (7.56) indicate moderate wildfire activity. The cluster contains 85 pixels (0.42% of observations). Routine monitoring should be maintained.
149,164.0,Moderate,39,0.1935868162414375,1.0,1.0,0.0,1,1,7.497692307692309,7.5,0.007056739392255409,7.49,7.51,"Ranked by Hotspot Frequency (1.00), FRP (7.50), Pixel Count (39, 0.19% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #164. Hotspot occurrence (1.00) and fire radiative power (7.50) indicate moderate wildfire activity. The cluster contains 39 pixels (0.19% of observations). Routine monitoring should be maintained.
148,165.0,Moderate,60,0.2978258711406731,1.0,1.0,0.0,1,1,7.461,7.46,0.009513594198633745,7.45,7.48,"Ranked by Hotspot Frequency (1.00), FRP (7.46), Pixel Count (60, 0.30% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #165. Hotspot occurrence (1.00) and fire radiative power (7.46) indicate moderate wildfire activity. The cluster contains 60 pixels (0.30% of observations). Routine monitoring should be maintained.
168,166.0,Moderate,47,0.23329693239352725,1.0,1.0,0.0,1,1,7.4065957446808515,7.41,0.005998766447354985,7.4,7.42,"Ranked by Hotspot Frequency (1.00), FRP (7.41), Pixel Count (47, 0.23% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #166. Hotspot occurrence (1.00) and fire radiative power (7.41) indicate moderate wildfire activity. The cluster contains 47 pixels (0.23% of observations). Routine monitoring should be maintained.
169,167.0,Moderate,58,0.28789834210265064,1.0,1.0,0.0,1,1,7.371896551724138,7.37,0.0071222154427582115,7.36,7.39,"Ranked by Hotspot Frequency (1.00), FRP (7.37), Pixel Count (58, 0.29% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #167. Hotspot occurrence (1.00) and fire radiative power (7.37) indicate moderate wildfire activity. The cluster contains 58 pixels (0.29% of observations). Routine monitoring should be maintained.
145,168.0,Moderate,67,0.3325722227737516,1.0,1.0,0.0,1,1,7.316716417910447,7.32,0.010785520554932997,7.3,7.34,"Ranked by Hotspot Frequency (1.00), FRP (7.32), Pixel Count (67, 0.33% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #168. Hotspot occurrence (1.00) and fire radiative power (7.32) indicate moderate wildfire activity. The cluster contains 67 pixels (0.33% of observations). Routine monitoring should be maintained.
150,169.0,Moderate,34,0.16876799364638143,1.0,1.0,0.0,1,1,7.263529411764705,7.26,0.005970814340265454,7.25,7.27,"Ranked by Hotspot Frequency (1.00), FRP (7.26), Pixel Count (34, 0.17% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #169. Hotspot occurrence (1.00) and fire radiative power (7.26) indicate moderate wildfire activity. The cluster contains 34 pixels (0.17% of observations). Routine monitoring should be maintained.
178,170.0,Moderate,86,0.42688374863496475,1.0,1.0,0.0,1,1,7.203255813953489,7.2,0.010894343968599248,7.18,7.22,"Ranked by Hotspot Frequency (1.00), FRP (7.20), Pixel Count (86, 0.43% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #170. Hotspot occurrence (1.00) and fire radiative power (7.20) indicate moderate wildfire activity. The cluster contains 86 pixels (0.43% of observations). Routine monitoring should be maintained.
179,171.0,Moderate,31,0.15387670008934776,1.0,1.0,0.0,1,1,7.166774193548386,7.17,0.004751909633114619,7.16,7.17,"Ranked by Hotspot Frequency (1.00), FRP (7.17), Pixel Count (31, 0.15% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #171. Hotspot occurrence (1.00) and fire radiative power (7.17) indicate moderate wildfire activity. The cluster contains 31 pixels (0.15% of observations). Routine monitoring should be maintained.
154,172.0,Moderate,48,0.23826069691253848,1.0,1.0,0.0,1,1,7.119375000000001,7.12,0.011374897708214534,7.1,7.13,"Ranked by Hotspot Frequency (1.00), FRP (7.12), Pixel Count (48, 0.24% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #172. Hotspot occurrence (1.00) and fire radiative power (7.12) indicate moderate wildfire activity. The cluster contains 48 pixels (0.24% of observations). Routine monitoring should be maintained.
153,173.0,Moderate,45,0.22336940335550481,1.0,1.0,0.0,1,1,7.0473333333333334,7.05,0.009629500128629464,7.04,7.09,"Ranked by Hotspot Frequency (1.00), FRP (7.05), Pixel Count (45, 0.22% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #173. Hotspot occurrence (1.00) and fire radiative power (7.05) indicate moderate wildfire activity. The cluster contains 45 pixels (0.22% of observations). Routine monitoring should be maintained.
142,174.0,Moderate,73,0.36235480988781893,1.0,1.0,0.0,1,1,7.00958904109589,7.01,0.01123466314635964,6.99,7.02,"Ranked by Hotspot Frequency (1.00), FRP (7.01), Pixel Count (73, 0.36% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #174. Hotspot occurrence (1.00) and fire radiative power (7.01) indicate moderate wildfire activity. The cluster contains 73 pixels (0.36% of observations). Routine monitoring should be maintained.
135,175.0,Moderate,47,0.23329693239352725,1.0,1.0,0.0,1,1,6.953829787234042,6.96,0.01311374842597738,6.93,6.97,"Ranked by Hotspot Frequency (1.00), FRP (6.95), Pixel Count (47, 0.23% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #175. Hotspot occurrence (1.00) and fire radiative power (6.95) indicate moderate wildfire activity. The cluster contains 47 pixels (0.23% of observations). Routine monitoring should be maintained.
138,176.0,Moderate,134,0.6651444455475032,1.0,1.0,0.0,1,1,6.882910447761193,6.88,0.02380448643079939,6.84,6.92,"Ranked by Hotspot Frequency (1.00), FRP (6.88), Pixel Count (134, 0.67% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #176. Hotspot occurrence (1.00) and fire radiative power (6.88) indicate moderate wildfire activity. The cluster contains 134 pixels (0.67% of observations). Routine monitoring should be maintained.
137,177.0,Moderate,100,0.49637645190112184,1.0,1.0,0.0,1,1,6.779299999999999,6.78,0.02301756027054273,6.74,6.83,"Ranked by Hotspot Frequency (1.00), FRP (6.78), Pixel Count (100, 0.50% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #177. Hotspot occurrence (1.00) and fire radiative power (6.78) indicate moderate wildfire activity. The cluster contains 100 pixels (0.50% of observations). Routine monitoring should be maintained.
167,178.0,Moderate,69,0.34249975181177406,1.0,1.0,0.0,1,1,6.662753623188406,6.66,0.009375195365966512,6.65,6.68,"Ranked by Hotspot Frequency (1.00), FRP (6.66), Pixel Count (69, 0.34% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #178. Hotspot occurrence (1.00) and fire radiative power (6.66) indicate moderate wildfire activity. The cluster contains 69 pixels (0.34% of observations). Routine monitoring should be maintained.
173,179.0,Moderate,28,0.13898540653231412,1.0,1.0,0.0,1,1,6.632142857142857,6.63,0.0041785544701868045,6.63,6.64,"Ranked by Hotspot Frequency (1.00), FRP (6.63), Pixel Count (28, 0.14% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #179. Hotspot occurrence (1.00) and fire radiative power (6.63) indicate moderate wildfire activity. The cluster contains 28 pixels (0.14% of observations). Routine monitoring should be maintained.
174,180.0,Moderate,46,0.22833316787451602,1.0,1.0,0.0,1,1,6.614130434782608,6.61,0.004978213403988855,6.61,6.62,"Ranked by Hotspot Frequency (1.00), FRP (6.61), Pixel Count (46, 0.23% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #180. Hotspot occurrence (1.00) and fire radiative power (6.61) indicate moderate wildfire activity. The cluster contains 46 pixels (0.23% of observations). Routine monitoring should be maintained.
164,181.0,Moderate,36,0.17869552268440386,1.0,1.0,0.0,1,1,6.571666666666667,6.57,0.008451542547285343,6.56,6.58,"Ranked by Hotspot Frequency (1.00), FRP (6.57), Pixel Count (36, 0.18% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #181. Hotspot occurrence (1.00) and fire radiative power (6.57) indicate moderate wildfire activity. The cluster contains 36 pixels (0.18% of observations). Routine monitoring should be maintained.
194,182.0,Moderate,30,0.14891293557033655,1.0,1.0,0.0,1,1,6.529333333333333,6.53,0.002537081317024873,6.52,6.53,"Ranked by Hotspot Frequency (1.00), FRP (6.53), Pixel Count (30, 0.15% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #182. Hotspot occurrence (1.00) and fire radiative power (6.53) indicate moderate wildfire activity. The cluster contains 30 pixels (0.15% of observations). Routine monitoring should be maintained.
241,183.0,Moderate,72,0.3573910453688077,1.0,1.0,0.0,1,1,6.490833333333334,6.49,0.011838109860548597,6.47,6.51,"Ranked by Hotspot Frequency (1.00), FRP (6.49), Pixel Count (72, 0.36% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #183. Hotspot occurrence (1.00) and fire radiative power (6.49) indicate moderate wildfire activity. The cluster contains 72 pixels (0.36% of observations). Routine monitoring should be maintained.
240,184.0,Moderate,31,0.15387670008934776,1.0,1.0,0.0,1,1,6.4554838709677425,6.46,0.005679618342470498,6.45,6.47,"Ranked by Hotspot Frequency (1.00), FRP (6.46), Pixel Count (31, 0.15% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #184. Hotspot occurrence (1.00) and fire radiative power (6.46) indicate moderate wildfire activity. The cluster contains 31 pixels (0.15% of observations). Routine monitoring should be maintained.
202,185.0,Moderate,26,0.12905787749429165,1.0,1.0,0.0,1,1,6.430000000000001,6.43,0.0,6.43,6.43,"Ranked by Hotspot Frequency (1.00), FRP (6.43), Pixel Count (26, 0.13% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #185. Hotspot occurrence (1.00) and fire radiative power (6.43) indicate moderate wildfire activity. The cluster contains 26 pixels (0.13% of observations). Routine monitoring should be maintained.
203,186.0,Moderate,29,0.14394917105132532,1.0,1.0,0.0,1,1,6.42,6.42,0.0,6.42,6.42,"Ranked by Hotspot Frequency (1.00), FRP (6.42), Pixel Count (29, 0.14% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #186. Hotspot occurrence (1.00) and fire radiative power (6.42) indicate moderate wildfire activity. The cluster contains 29 pixels (0.14% of observations). Routine monitoring should be maintained.
200,187.0,Moderate,27,0.13402164201330288,1.0,1.0,0.0,1,1,6.41,6.41,0.0,6.41,6.41,"Ranked by Hotspot Frequency (1.00), FRP (6.41), Pixel Count (27, 0.13% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #187. Hotspot occurrence (1.00) and fire radiative power (6.41) indicate moderate wildfire activity. The cluster contains 27 pixels (0.13% of observations). Routine monitoring should be maintained.
